   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000     
   3.6621093750000000E-004   1.4047742895140657E-009   2.8855966300000791E-010   1.4341051159487668E-009
   7.3242187500000000E-004   1.4066683637914533E-009   5.8604700000835962E-010   1.5238657985237816E-009
   1.0986328125000000E-003   1.4085627986092050E-009   8.8353321222015926E-010   1.6627327189665417E-009
   1.4648437500000000E-003   1.4104590118933027E-009   1.1810183650139644E-009   1.8396192548272834E-009
   1.8310546875000000E-003   1.4123542666793771E-009   1.4785006717791448E-009   2.0446781680887640E-009
   2.1972656250000000E-003   1.4142499181006730E-009   1.7759799668305274E-009   2.2702880155238282E-009
   2.5634765625000000E-003   1.4161459612660246E-009   2.0734556500590341E-009   2.5109137214113521E-009
   2.9296875000000000E-003   1.4180423912587837E-009   2.3709271212066603E-009   2.7626327366264649E-009
   3.2958984375000000E-003   1.4199392031361944E-009   2.6683937798413947E-009   3.0226731058616471E-009
   3.6621093750000000E-003   1.4218363919287105E-009   2.9658550253320320E-009   3.2890598590934953E-009
   4.0283203125000000E-003   1.4237339526392718E-009   3.2633102568228112E-009   3.5603668631452582E-009
   4.3945312500000000E-003   1.4256318802424742E-009   3.5607588732079414E-009   3.8355482021599964E-009
   4.7607421875000000E-003   1.4275301696837180E-009   3.8582002731059006E-009   4.1138244654763374E-009
   5.1269531250000000E-003   1.4294288158782314E-009   4.1556338548335456E-009   4.3946057246471788E-009
   5.4931640625000009E-003   1.4313278137100732E-009   4.4530590163800356E-009   4.6774388198739261E-009
   5.8593750000000000E-003   1.4332271580310103E-009   4.7504751553804331E-009   4.9619708068875614E-009
   6.2255859375000000E-003   1.4351268436593616E-009   5.0478816690891748E-009   5.2479232466298697E-009
   6.5917968750000000E-003   1.4370268653787186E-009   5.3452779543530571E-009   5.5350738586863493E-009
   6.9580078125000009E-003   1.4389272179365909E-009   5.6426634075841087E-009   5.8232432432285912E-009
   7.3242187500000000E-003   1.4408278960429324E-009   5.9400374247319270E-009   6.1122851400463482E-009
   7.6904296874999991E-003   1.4427288943686298E-009   6.2373994012558552E-009   6.4020791898751948E-009
   8.0566406250000000E-003   1.4446302075438223E-009   6.5347487320965479E-009   6.6925254895432071E-009
   8.4228515625000000E-003   1.4465318301561089E-009   6.8320848116472309E-009   6.9835404494565330E-009
   8.7890625000000000E-003   1.4484337567487206E-009   7.1294070337245436E-009   7.2750536080643562E-009
   9.1552734375000000E-003   1.4503359818184344E-009   7.4267147915387043E-009   7.5670051575915444E-009
   9.5214843750000000E-003   1.4522384998134564E-009   7.7240074776633153E-009   7.8593440041354116E-009
   9.8876953125000017E-003   1.4541413051311218E-009   8.0212844840045248E-009   8.1520262333128058E-009
   1.0253906250000000E-002   1.4560443921154267E-009   8.3185452017695566E-009   8.4450138866489790E-009
   1.0620117187500000E-002   1.4579477550544379E-009   8.6157890214346681E-009   8.7382739782146003E-009
   1.0986328125000002E-002   1.4598513881774656E-009   8.9130153327122619E-009   9.0317776985888858E-009
   1.1352539062500000E-002   1.4617552856521102E-009   9.2102235245174112E-009   9.3254997660557482E-009
   1.1718750000000000E-002   1.4636594415810305E-009   9.5074129849334193E-009   9.6194178943951640E-009
   1.2084960937500002E-002   1.4655638499986046E-009   9.8045831011766878E-009   9.9135123536666960E-009
   1.2451171875000000E-002   1.4674685048672224E-009   1.0101733259560446E-008   1.0207765605659594E-008
   1.2817382812500002E-002   1.4693734000734219E-009   1.0398862845457721E-008   1.0502161999678179E-008
   1.3183593750000000E-002   1.4712785294237243E-009   1.0695971243263094E-008   1.0796687517375609E-008
   1.3549804687500000E-002   1.4731838866401543E-009   1.0993057836353320E-008   1.1091329557688984E-008
   1.3916015625000002E-002   1.4750894653554694E-009   1.1290122007046897E-008   1.1386076754738980E-008
   1.4282226562500000E-002   1.4769952591080556E-009   1.1587163136562095E-008   1.1680918822966419E-008
   1.4648437500000000E-002   1.4789012613363930E-009   1.1884180604973819E-008   1.1975846424884475E-008
   1.5014648437500000E-002   1.4808074653732135E-009   1.2181173791168781E-008   1.2270851057696131E-008
   1.5380859374999998E-002   1.4827138644391237E-009   1.2478142072799229E-008   1.2565924955719027E-008
   1.5747070312500000E-002   1.4846204516358385E-009   1.2775084826234841E-008   1.2861061006111086E-008
   1.6113281250000000E-002   1.4865272199388633E-009   1.3072001426512823E-008   1.3156252675833359E-008
   1.6479492187500000E-002   1.4884341621896374E-009   1.3368891247286023E-008   1.3451493948143233E-008
   1.6845703125000000E-002   1.4903412710870499E-009   1.3665753660768920E-008   1.3746779267200173E-008
   1.7211914062500000E-002   1.4922485391783390E-009   1.3962588037681285E-008   1.4042103489601563E-008
   1.7578125000000000E-002   1.4941559588492819E-009   1.4259393747189369E-008   1.4337461841858485E-008
   1.7944335937500000E-002   1.4960635223135229E-009   1.4556170156844485E-008   1.4632849882979294E-008
   1.8310546875000000E-002   1.4979712216012668E-009   1.4852916632518730E-008   1.4928263471458999E-008
   1.8676757812500000E-002   1.4998790485467559E-009   1.5149632538337542E-008   1.5223698736080043E-008
   1.9042968750000000E-002   1.5017869947750288E-009   1.5446317236609009E-008   1.5519152050019999E-008
   1.9409179687500000E-002   1.5036950516874211E-009   1.5742970087749587E-008   1.5814620007836025E-008
   1.9775390625000003E-002   1.5056032104459356E-009   1.6039590450205858E-008   1.6110099404958371E-008
   2.0141601562500000E-002   1.5075114619563067E-009   1.6336177680372222E-008   1.6405587219378075E-008
   2.0507812500000000E-002   1.5094197968496693E-009   1.6632731132503923E-008   1.6701080595257510E-008
   2.0874023437500000E-002   1.5113282054626090E-009   1.6929250158625282E-008   1.6996576828230471E-008
   2.1240234375000000E-002   1.5132366778155996E-009   1.7225734108432502E-008   1.7292073352189474E-008
   2.1606445312500000E-002   1.5151452035895858E-009   1.7522182329190777E-008   1.7587567727385331E-008
   2.1972656250000003E-002   1.5170537721004954E-009   1.7818594165625158E-008   1.7883057629686689E-008
   2.2338867187500000E-002   1.5189623722715923E-009   1.8114968959804432E-008   1.8178540840866603E-008
   2.2705078125000000E-002   1.5208709926034494E-009   1.8411306051017867E-008   1.8474015239800734E-008
   2.3071289062500000E-002   1.5227796211412191E-009   1.8707604775643744E-008   1.8769478794475130E-008
