   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000     
   5.7564720291885727E-004   2.4863008398436875E-003   6.0402535270026472E-004   2.5586204276742781E-003
   1.1512944058377145E-003   2.4904628809076313E-003   1.2244938695502318E-003   2.7752100096650051E-003
   1.7269416087565721E-003   2.4946600930183228E-003   1.8449596054477568E-003   3.1027737470579659E-003
   2.3025888116754291E-003   2.4988913650854181E-003   2.4654208386201398E-003   3.5103786072161643E-003
   2.8782360145942869E-003   2.5031572211066692E-003   3.0858764691414206E-003   3.9734656984022378E-003
   3.4538832175131443E-003   2.5074576597309724E-003   3.7063252224095351E-003   4.4748397255781813E-003
   4.0295304204320016E-003   2.5117926801822470E-003   4.3267658224874304E-003   5.0029995953290310E-003
   4.6051776233508581E-003   2.5161622822566700E-003   4.9471969918447357E-003   5.5503000555617438E-003
   5.1808248262697164E-003   2.5205664663203796E-003   5.5676174511039315E-003   6.1115971229275118E-003
   5.7564720291885738E-003   2.5250052333080004E-003   6.1880259187934621E-003   6.6833611454037451E-003
   6.3321192321074311E-003   2.5294785847224674E-003   6.8084211111114675E-003   7.2631164066671748E-003
   6.9077664350262885E-003   2.5339865226369192E-003   7.4288017417058483E-003   7.8490880371210898E-003
   7.4834136379451459E-003   2.5385290496998548E-003   8.0491665214792660E-003   8.4399769802217285E-003
   8.0590608408640033E-003   2.5431061691453937E-003   8.6695141584327978E-003   9.0348140396364612E-003
   8.6347080437828606E-003   2.5477178848116091E-003   9.2898433575698946E-003   9.6328633348955195E-003
   9.2103552467017163E-003   2.5523642011718215E-003   9.9101528208959885E-003   1.0233557150323449E-002
   9.7860024496205754E-003   2.5570451233870822E-003   1.0530441247573026E-002   1.0836451108717513E-002
   1.0361649652539433E-002   2.5617606573943167E-003   1.1150707334331407E-002   1.1441192757824055E-002
   1.0937296855458290E-002   2.5665108100564045E-003   1.1770949776323774E-002   1.2047499175134774E-002
   1.1512944058377148E-002   2.5712955894245937E-003   1.2391167268768039E-002   1.2655140745593577E-002
   1.2088591261296003E-002   2.5761150052153185E-003   1.3011358510071012E-002   1.3263929236756839E-002
   1.2664238464214862E-002   2.5809690697234850E-003   1.3631522207903956E-002   1.3873708914470134E-002
   1.3239885667133720E-002   2.5858577996995041E-003   1.4251657091630824E-002   1.4484349844494157E-002
   1.3815532870052577E-002   2.5907812205897651E-003   1.4871761939820479E-002   1.5095742794829725E-002
   1.4391180072971434E-002   2.5957393774508697E-003   1.5491835648585986E-002   1.5707795347484274E-002
   1.4966827275890292E-002   2.6007303227515376E-003   1.6111864838188876E-002   1.6320416256203344E-002
   1.5542474478809149E-002   2.6057575455089373E-003   1.6731869070176816E-002   1.6933558839402788E-002
   1.6118121681728007E-002   2.6108194414911296E-003   1.7351837436006389E-002   1.7547154771120611E-002
   1.6693768884646864E-002   2.6159160187198384E-003   1.7971768541478025E-002   1.8161153078079986E-002
   1.7269416087565721E-002   2.6210472852687761E-003   1.8591660981834141E-002   1.8775509232376864E-002
   1.7845063290484579E-002   2.6262132491986041E-003   1.9211513341085670E-002   1.9390184137469634E-002
   1.8420710493403433E-002   2.6314139184831801E-003   1.9831324191288104E-002   2.0005143298420930E-002
   1.8996357696322293E-002   2.6366487520333389E-003   2.0451082770767317E-002   2.0620346823910958E-002
   1.9572004899241151E-002   2.6419190568852595E-003   2.1070808335523768E-002   2.1235788193884195E-002
   2.0147652102160008E-002   2.6472240284394922E-003   2.1690487343122528E-002   2.1851430988356485E-002
   2.0723299305078866E-002   2.6525636978694004E-003   2.2310118606926044E-002   2.2467253646726880E-002
   2.1298946507997719E-002   2.6579380840738992E-003   2.2929700772929325E-002   2.3083236610034696E-002
   2.1874593710916580E-002   2.6633471996321458E-003   2.3549232403279868E-002   2.3699362124105259E-002
   2.2450240913835438E-002   2.6687910532454148E-003   2.4168712008313421E-002   2.4315614033510981E-002
   2.3025888116754295E-002   2.6742696507703724E-003   2.4788138060078332E-002   2.4931977592051045E-002
   2.3601535319673152E-002   2.6797829956091016E-003   2.5407508998134772E-002   2.5548439294678160E-002
   2.4177182522592006E-002   2.6853310887642251E-003   2.6026823231707925E-002   2.6164986730186870E-002
   2.4752829725510867E-002   2.6909139286916627E-003   2.6646079139907158E-002   2.6781608452477648E-002
   2.5328476928429725E-002   2.6965315110082573E-003   2.7265275070781775E-002   2.7398293867962921E-002
   2.5904124131348582E-002   2.7021838280763704E-003   2.7884409339572466E-002   2.8015033136827693E-002
   2.6479771334267439E-002   2.7078708684677290E-003   2.8503480226318822E-002   2.8631817086109717E-002
   2.7055418537186297E-002   2.7135926162972302E-003   2.9122485972879950E-002   2.9248637132827441E-002
   2.7631065740105154E-002   2.7193490504075434E-003   2.9741424779363142E-002   2.9865485215620862E-002
   2.8206712943024011E-002   2.7251401433764861E-003   3.0360294799913382E-002   3.0482353733573289E-002
   2.8782360145942869E-002   2.7309658603093126E-003   3.0979094137782950E-002   3.1099235491050144E-002
   2.9358007348861726E-002   2.7368261573661908E-003   3.1597820839567796E-002   3.1716123647524595E-002
   2.9933654551780584E-002   2.7427209799603227E-003   3.2216472888462681E-002   3.2333011671463047E-002
   3.0509301754699441E-002   2.7486502605427766E-003   3.2835048196347270E-002   3.2949893297417973E-002
   3.1084948957618298E-002   2.7546139158646822E-003   3.3453544594466915E-002   3.3566762485522220E-002
   3.1660596160537152E-002   2.7606118435739096E-003   3.4071959822411763E-002   3.4183613382597837E-002
   3.2236243363456013E-002   2.7666439179571392E-003   3.4690291515020594E-002   3.4800440284080879E-002
   3.2811890566374874E-002   2.7727099845768562E-003   3.5308537186739555E-002   3.5417237595921316E-002
   3.3387537769293728E-002   2.7788098534670849E-003   3.5926694212838457E-002   3.6033999795533747E-002
   3.3963184972212589E-002   2.7849432904339271E-003   3.6544759806723531E-002   3.6650721390745482E-002
   3.4538832175131443E-002   2.7911100058409977E-003   3.7162730992369906E-002   3.7267396875499050E-002
   3.5114479378050296E-002   2.7973096400259628E-003   3.7780604570612816E-002   3.7884020680798811E-002
   3.5690126580969157E-002   2.8035417441580326E-003   3.8398377077657808E-002   3.8500587119019797E-002
   3.6265773783888018E-002   2.8098057548596287E-003   3.9016044733664886E-002   3.9117090319186337E-002
   3.6841420986806865E-002   2.8161009602004710E-003   3.9633603378581884E-002   3.9733524150127680E-002
   3.7417068189725726E-002   2.8224264536082580E-003   4.0251048391483135E-002   4.0349882127455404E-002
   3.7992715392644587E-002   2.8287810706329707E-003   4.0868374588425689E-002   4.0966157298988275E-002
   3.8568362595563448E-002   2.8351633010396736E-003   4.1485576092148715E-002   4.1582342101437998E-002
   3.9144009798482302E-002   2.8415711648670725E-003   4.2102646164666378E-002   4.2198428178690503E-002
   3.9719657001401155E-002   2.8480020350127940E-003   4.2719576990770239E-002   4.2814406148652617E-002
   4.0295304204320016E-002   2.8544523791080275E-003   4.3336359396524193E-002   4.3430265301161890E-002
   4.0870951407238870E-002   2.8609173773618099E-003   4.3952982482025074E-002   4.4045993203755705E-002
   4.1446598610157731E-002   2.8673903461719562E-003   4.4569433142612989E-002   4.4661575185512316E-002
   4.2022245813076592E-002   2.8738618515666090E-003   4.5185695449547127E-002   4.5276993663461287E-002
   4.2597893015995439E-002   2.8803183175322169E-003   4.5801749866417857E-002   4.5892227276917164E-002
   4.3173540218914300E-002   2.8867397963169448E-003   4.6417572308921448E-002   4.6507249818771169E-002
   4.3749187421833161E-002   2.8930963267662529E-003   4.7033133159596091E-002   4.7122029043370421E-002
   4.4324834624752028E-002   2.8993418947719958E-003   4.7648396646009533E-002   4.7736525704728791E-002
   4.4900481827670875E-002   2.9054043578298520E-003   4.8263321786538763E-002   4.8350693938696308E-002
   4.5476129030589736E-002   2.9111688993865440E-003   4.8877868149454766E-002   4.8964486101625126E-002
   4.6051776233508590E-002   2.9164526496771054E-003   4.9492014593422430E-002   4.9577870109287145E-002
   4.6627423436427437E-002   2.9209736497641911E-003   5.0105809416884591E-002   5.0190877900110266E-002
