-0.001790 nan nan nan nan nan nan
-0.073734 0.110082 nan nan nan nan nan
-1.141571 -0.274133 1.379511 nan nan nan nan
0.165787 0.013344 -0.084183 -0.016577 nan nan nan
0.382720 0.012346 -0.156743 -0.092406 0.438471 nan nan
0.083263 0.030082 -0.058423 0.112525 0.046998 -0.099290 nan
0.442260 0.426455 -0.572566 0.293858 0.606727 -0.148972 -0.192009
