0.000000 nan nan nan nan nan nan
0.000000 -0.017627 nan nan nan nan nan
0.000000 -0.087770 -0.300948 nan nan nan nan
0.000000 -0.005943 0.065387 0.038737 nan nan nan
0.000000 -0.114100 0.131936 0.231568 -0.035679 nan nan
0.000000 0.022550 -0.066748 -0.043804 0.080638 0.122757 nan
0.000000 0.103014 -0.362675 0.133527 -0.273564 1.009916 0.145970
