3.310000e+02 0.000000e+00 0.000000e+00 4.818704e-07 0.000000e+00
3.310000e+02 1.000000e+00 0.000000e+00 -1.024989e-03 0.000000e+00
3.310000e+02 1.000000e+00 1.000000e+00 1.400330e-03 -3.645994e-04
3.310000e+02 2.000000e+00 0.000000e+00 3.314178e-03 0.000000e+00
3.310000e+02 2.000000e+00 1.000000e+00 8.863831e-04 2.186803e-04
3.310000e+02 2.000000e+00 2.000000e+00 -1.409924e-03 1.959358e-03
3.310000e+02 3.000000e+00 0.000000e+00 5.014643e-04 0.000000e+00
3.310000e+02 3.000000e+00 1.000000e+00 -1.717606e-03 1.428994e-03
3.310000e+02 3.000000e+00 2.000000e+00 1.180686e-03 1.786169e-03
3.310000e+02 3.000000e+00 3.000000e+00 -5.919049e-05 -2.099478e-03
3.310000e+02 4.000000e+00 0.000000e+00 1.287919e-03 0.000000e+00
3.310000e+02 4.000000e+00 1.000000e+00 5.911273e-04 2.754032e-05
3.310000e+02 4.000000e+00 2.000000e+00 -1.445522e-03 2.242929e-03
3.310000e+02 4.000000e+00 3.000000e+00 -9.365495e-04 -1.975260e-03
3.310000e+02 4.000000e+00 4.000000e+00 -1.049441e-03 -6.803300e-04
3.310000e+02 5.000000e+00 0.000000e+00 1.536126e-04 0.000000e+00
3.310000e+02 5.000000e+00 1.000000e+00 -5.315882e-04 -4.266387e-04
3.310000e+02 5.000000e+00 2.000000e+00 -4.657169e-04 1.977333e-04
3.310000e+02 5.000000e+00 3.000000e+00 1.715525e-04 -9.399203e-04
3.310000e+02 5.000000e+00 4.000000e+00 1.274650e-04 -6.110600e-04
3.310000e+02 5.000000e+00 5.000000e+00 5.443638e-05 -9.333067e-04
3.310000e+02 6.000000e+00 0.000000e+00 8.826381e-04 0.000000e+00
3.310000e+02 6.000000e+00 1.000000e+00 3.343428e-04 -1.573125e-03
3.310000e+02 6.000000e+00 2.000000e+00 -4.760681e-05 -1.094846e-03
3.310000e+02 6.000000e+00 3.000000e+00 9.133104e-04 -1.855087e-04
